gene_id	gene_name	gene_type	logFC	logCPM	LR	PValue	FDR	is_diff
ENSG00000254681	PKD1P5	pseudogene	-0.12970030594971	5.63237977424097	5.09509564754827	0.0239935909072323	0.084035693472173	not_diff
ENSG00000263050	AC090617.5	lncRNA	0.955154246286494	-0.440349756818571	5.09176826442188	0.02403966778051	0.0841667384246595	not_diff
ENSG00000109618	SEPSECS	protein_coding	-0.16606287171839	4.6463899376718	5.09087355091517	0.0240520732310377	0.0841906290424093	not_diff
ENSG00000127955	GNAI1	protein_coding	0.176196571985454	4.58486752396704	5.08979344810606	0.0240670580043065	0.0842044193266727	not_diff
ENSG00000187764	SEMA4D	protein_coding	0.101644579989263	6.63319922831314	5.08938254989877	0.0240727611308501	0.0842044193266727	not_diff
ENSG00000264176	MAGOH2P	pseudogene	-1.07254710243308	-0.525252667758192	5.08950329486135	0.0240710850866232	0.0842044193266727	not_diff
ENSG00000244560	AC004890.2	pseudogene	-0.656277217993851	0.989315852192521	5.08839917380703	0.024086415748355	0.0842326475150563	not_diff
ENSG00000122678	POLM	protein_coding	-0.163055614063299	4.83842465720837	5.08539932613637	0.0241281196439116	0.0843393809013022	not_diff
ENSG00000242294	STAG3L5P	pseudogene	-0.217348894239983	3.87626388902938	5.0856459347466	0.0241246884655187	0.0843393809013022	not_diff
ENSG00000164040	PGRMC2	protein_coding	-0.128894328698786	5.68814159314955	5.08488738922808	0.024135244072842	0.0843447373379696	not_diff
ENSG00000185359	HGS	protein_coding	-0.100441346331147	6.73428586846053	5.08157453378005	0.0241814006002771	0.0844864640384477	not_diff
ENSG00000188313	PLSCR1	protein_coding	-0.13229962597506	5.66971311516951	5.07814852802174	0.0242292299395656	0.0846339683136793	not_diff
ENSG00000143382	ADAMTSL4	protein_coding	-0.169187718338839	4.67612419294951	5.07502947489542	0.0242728593763823	0.0847658778493244	not_diff
ENSG00000260267	AC026471.1	lncRNA	0.321116180040197	2.6721734093003	5.07464570005122	0.0242782332632156	0.0847658778493244	not_diff
ENSG00000213280	AC090114.1	pseudogene	-0.768827989677997	0.492942243396939	5.07356070171214	0.0242934328572616	0.0847796963873383	not_diff
ENSG00000110048	OSBP	protein_coding	-0.110073977906366	6.31466439388777	5.07359289863107	0.0242929816728809	0.0847796963873383	not_diff
ENSG00000105171	POP4	protein_coding	0.137077262000074	5.32984731237909	5.06963236774402	0.0243485469967026	0.0849523789847941	not_diff
ENSG00000235859	AC006978.1	pseudogene	-0.271156219585488	3.1456096314328	5.06749579976961	0.0243785772941661	0.0850374841183873	not_diff
ENSG00000085788	DDHD2	protein_coding	0.115210097155478	6.03159314061409	5.0642269836963	0.0244245961851188	0.0851783084994559	not_diff
ENSG00000166532	RIMKLB	protein_coding	-0.155237004785747	4.94470926769584	5.06253849966964	0.0244484022203003	0.0852416205938024	not_diff
ENSG00000182979	MTA1	protein_coding	-0.0934257704199058	6.98438760122943	5.0618271564272	0.0244584386981863	0.0852569056817064	not_diff
ENSG00000135912	TTLL4	protein_coding	-0.118951402699236	5.94778310340961	5.05899092531478	0.0244984981557975	0.08537681323565	not_diff
ENSG00000106153	CHCHD2	protein_coding	0.0736052227432075	8.67028672969516	5.05845917971997	0.0245060162063693	0.0853832853870799	not_diff
ENSG00000147383	NSDHL	protein_coding	-0.145829865867711	5.12655634833273	5.05657839381316	0.0245326267930153	0.0854562609512815	not_diff
ENSG00000143457	GOLPH3L	protein_coding	-0.160302489375379	5.09168223040867	5.05285732671743	0.0245853632761834	0.0856140094119674	not_diff
ENSG00000255142	AP006621.2	lncRNA	-0.845575274623332	0.148058822022907	5.05258232937731	0.0245892653167568	0.0856140094119674	not_diff
ENSG00000105856	HBP1	protein_coding	-0.152962267117527	4.90824530148531	5.05003941971393	0.0246253780844405	0.0857199579154433	not_diff
ENSG00000161395	PGAP3	protein_coding	-0.202680655782177	3.96798854628328	5.04699395935929	0.0246687002054833	0.0858509472079614	not_diff
ENSG00000198960	ARMCX6	protein_coding	-0.158400172481196	4.9060269595804	5.0462937494722	0.0246786719740452	0.0858658383816663	not_diff
ENSG00000141013	GAS8	protein_coding	-0.365613821751368	2.38916231333713	5.04232079097641	0.024735330598831	0.0860431253279906	not_diff
ENSG00000148411	NACC2	protein_coding	-0.182084250874294	4.97006941145192	5.04091201327749	0.024755453683591	0.0860932690591662	not_diff
ENSG00000168078	PBK	protein_coding	0.31662791003489	2.69727424644439	5.03913575669329	0.0247808500865882	0.0861427928376956	not_diff
ENSG00000236871	LINC00106	lncRNA	-0.680912229828207	0.924083533247839	5.03911714290429	0.0247811163643016	0.0861427928376956	not_diff
ENSG00000147421	HMBOX1	protein_coding	-0.18342273207724	4.46984651473433	5.038090935748	0.0247958012655817	0.0861541281936809	not_diff
ENSG00000198242	RPL23A	protein_coding	0.0721992084380515	8.91079931975885	5.03818752258326	0.0247944187345549	0.0861541281936809	not_diff
ENSG00000211445	GPX3	protein_coding	-0.629232734978011	1.12290445652823	5.03725157516959	0.0248078191303637	0.0861760331513763	not_diff
ENSG00000174109	C16orf91	protein_coding	0.201792547237335	3.91697099840294	5.03656728608272	0.0248176211738794	0.086190232596275	not_diff
ENSG00000133318	RTN3	protein_coding	-0.1069959688774	7.28824807924533	5.03407664437283	0.0248533321293773	0.0862829130836591	not_diff
ENSG00000079432	CIC	protein_coding	-0.0980356121969337	6.91136171404295	5.03390823751361	0.0248557486805343	0.0862829130836591	not_diff
ENSG00000236991	EDRF1-AS1	lncRNA	-0.782072851788251	0.406022256287354	5.03240403817376	0.0248773439836792	0.0863380072033671	not_diff
ENSG00000165156	ZHX1	protein_coding	0.131847592572724	5.4837677161967	5.03030995794342	0.0249074404533376	0.0864026964944093	not_diff
ENSG00000119139	TJP2	protein_coding	-0.15955550729661	4.75814031032666	5.03060552843208	0.0249031901750764	0.0864026964944093	not_diff
ENSG00000104131	EIF3J	protein_coding	0.0936021101049689	6.96211220926707	5.02752361316738	0.0249475448829085	0.0865219175601078	not_diff
ENSG00000188739	RBM34	protein_coding	-0.818341171201654	0.33530923965944	5.0251156205546	0.0249822576127436	0.0866223888673588	not_diff
ENSG00000279568	AC093525.9	others	-0.903551267675315	-0.0224763029052562	5.02400433833426	0.0249982943526774	0.0866580725629588	not_diff
ENSG00000211456	SACM1L	protein_coding	0.111926332420879	6.71326779014092	5.02278369368405	0.0250159216023279	0.0866992521893179	not_diff
ENSG00000102081	FMR1	protein_coding	0.143845236172769	5.11250494982385	5.02163393682523	0.0250325369683631	0.0867369067525432	not_diff
ENSG00000183935	HTR7P1	pseudogene	0.26229557273275	3.12633857566608	5.01943662602478	0.0250643226254082	0.0868071591639566	not_diff
ENSG00000120071	KANSL1	protein_coding	-0.130914447959994	5.82081580786683	5.01971919483562	0.025060232720632	0.0868071591639566	not_diff
ENSG00000180008	SOCS4	protein_coding	0.131311949528506	5.47458191452332	5.01585540969287	0.0251162172902676	0.0869669204290879	not_diff
ENSG00000181754	AMIGO1	protein_coding	-0.894430872001028	-0.00808972374230905	5.01199545299886	0.0251722760637149	0.087121027964436	not_diff
ENSG00000274461	AL391425.1	lncRNA	0.763912716032112	0.342896663029978	5.01201711824216	0.025171961053602	0.087121027964436	not_diff
ENSG00000275342	PRAG1	protein_coding	0.204297401548266	3.93999859223059	5.01068587103736	0.0251913248364581	0.0871669540051151	not_diff
ENSG00000245213	AC105285.1	lncRNA	-0.561114358659665	1.36947892946755	5.00919129686056	0.0252130827383226	0.0872222309500275	not_diff
ENSG00000123395	ATG101	protein_coding	-0.204169330451152	4.03408537744459	5.0059278829193	0.0252606591289855	0.0873667786384976	not_diff
ENSG00000229124	VIM-AS1	lncRNA	0.43702110747006	1.94062708717874	5.00456911089847	0.0252804957616308	0.0873953054257799	not_diff
ENSG00000198331	HYLS1	protein_coding	0.247082763111811	3.31436300527342	5.00491955623143	0.025275378083414	0.0873953054257799	not_diff
ENSG00000170448	NFXL1	protein_coding	-0.172935809942578	4.66355726605503	5.00396848160255	0.0252892694681456	0.0874056029761778	not_diff
ENSG00000107521	HPS1	protein_coding	-0.0961313693339089	6.85503221584896	5.00108239225993	0.0253314722078205	0.0875314078603796	not_diff
ENSG00000058804	NDC1	protein_coding	0.0908417290542738	7.06779840662116	4.99863441643169	0.0253673258204458	0.0875950950892361	not_diff
ENSG00000130560	UBAC1	protein_coding	0.11502089011483	6.00442422152566	4.99890321584512	0.0253633863486054	0.0875950950892361	not_diff
ENSG00000205885	C1RL-AS1	lncRNA	-0.249811139535654	3.33457714311297	4.99895267250197	0.0253626615906811	0.0875950950892361	not_diff
ENSG00000135070	ISCA1	protein_coding	0.172810859962741	4.77433989178198	4.99713563366858	0.0253893033410939	0.087630860936778	not_diff
ENSG00000103512	NOMO1	protein_coding	-0.0977788895120707	6.87634377439599	4.99740439660462	0.0253853608598218	0.087630860936778	not_diff
ENSG00000230989	HSBP1	protein_coding	0.104071766359616	6.69855069176428	4.99623187497117	0.0254025652346684	0.0876565754826135	not_diff
ENSG00000156858	PRR14	protein_coding	-0.126714930665007	5.74633651522075	4.99289246620966	0.0254516306656532	0.0878057971935148	not_diff
ENSG00000015568	RGPD5	protein_coding	0.22459787134563	3.58397316554978	4.99197460992329	0.0254651338265933	0.0878122115927085	not_diff
ENSG00000259456	ADNP-AS1	lncRNA	0.711647508313811	0.509837063565707	4.99203347140354	0.0254642676551189	0.0878122115927085	not_diff
ENSG00000198830	HMGN2	protein_coding	0.0682092640630162	10.1343487051387	4.9914957910256	0.02547218098533	0.0878164356118246	not_diff
ENSG00000110871	COQ5	protein_coding	0.146795012015299	5.0967536699123	4.98872950140249	0.0255129343432007	0.0879368347117222	not_diff
ENSG00000135972	MRPS9	protein_coding	0.15090827729108	4.93330210494802	4.98732515108935	0.0255336493343048	0.0879881272353938	not_diff
ENSG00000254634	SMG1P6	pseudogene	0.678504676295594	0.801393448384973	4.9846362695908	0.0255733606729219	0.0881048421721519	not_diff
ENSG00000186468	RPS23	protein_coding	-0.0732020805693889	9.53573338089422	4.97970661106402	0.025646332119231	0.0882976785914311	not_diff
ENSG00000228409	CCT6P1	pseudogene	-0.266353768475469	3.28494805633856	4.97973093614328	0.0256459715159044	0.0882976785914311	not_diff
ENSG00000175556	LONRF3	protein_coding	-0.319635117550547	2.63117817784284	4.97966858528594	0.0256468958369727	0.0882976785914311	not_diff
ENSG00000152240	HAUS1	protein_coding	0.125479623925058	5.65446417564093	4.97717969012663	0.0256838207685242	0.0884046254339685	not_diff
ENSG00000100351	GRAP2	protein_coding	-0.270475390850303	3.08233223232008	4.97385013481865	0.0257333039966656	0.0885547397174783	not_diff
ENSG00000137055	PLAA	protein_coding	0.128735481255483	5.70718618157757	4.97242981574902	0.0257544426361351	0.0885870600412372	not_diff
ENSG00000108953	YWHAE	protein_coding	0.0760689644909983	8.91055680256651	4.97252710919382	0.0257529940403669	0.0885870600412372	not_diff
ENSG00000131634	TMEM204	protein_coding	0.399700758309161	2.09677937446087	4.96952391987395	0.0257977473715758	0.0887157828557862	not_diff
ENSG00000157224	CLDN12	protein_coding	-0.241593138383371	3.53350584877854	4.96780235714009	0.0258234384107091	0.0887838891152782	not_diff
ENSG00000138107	ACTR1A	protein_coding	0.0943525925807081	6.90685114874208	4.96738360802894	0.0258296914600046	0.0887851495650066	not_diff
ENSG00000149541	B3GAT3	protein_coding	0.128527186428269	5.49635377089494	4.964808364583	0.0258681813620323	0.0888162484597161	not_diff
ENSG00000185640	KRT79	protein_coding	-0.751178304535772	0.535565245127805	4.96496799277085	0.0258657938083562	0.0888162484597161	not_diff
ENSG00000276564	AC130650.2	lncRNA	0.968526694599669	-0.524002732240949	4.96533775360245	0.0258602641867678	0.0888162484597161	not_diff
ENSG00000149925	ALDOA	protein_coding	0.0678640606793116	10.2659668028572	4.96481144110205	0.025868135344472	0.0888162484597161	not_diff
ENSG00000160218	TRAPPC10	protein_coding	0.108626269720353	6.29358948613709	4.96588741372595	0.0258520465146257	0.0888162484597161	not_diff
ENSG00000198886	MT-ND4	protein_coding	-0.0666755708007229	12.61145833306	4.96129270722535	0.025920823026553	0.0889767350271959	not_diff
ENSG00000187066	TMEM262	protein_coding	-0.924693175429762	-0.134353985739694	4.95943173658253	0.0259487332906259	0.0890522739982959	not_diff
ENSG00000109536	FRG1	protein_coding	0.143232495819877	5.25424930057291	4.95854042655274	0.0259621119400847	0.0890573819190218	not_diff
ENSG00000171045	TSNARE1	protein_coding	-0.201349055665397	4.01008884713645	4.95815262355973	0.0259679351375627	0.0890573819190218	not_diff
ENSG00000181513	ACBD4	protein_coding	-0.273017915058923	3.15621827424691	4.95886826204737	0.0259571902647127	0.0890573819190218	not_diff
ENSG00000120800	UTP20	protein_coding	0.115337175859638	6.03520766992575	4.95645691344837	0.0259934136361867	0.0891244959933177	not_diff
ENSG00000132122	SPATA6	protein_coding	-0.480430479202664	1.8255548898667	4.95399803855392	0.0260304050361302	0.0892310452636253	not_diff
ENSG00000148153	INIP	protein_coding	0.127257220267557	5.54843073023472	4.95216600201832	0.0260580018131555	0.0893053490906215	not_diff
ENSG00000153201	RANBP2	protein_coding	0.0851205546100745	7.56483806479445	4.95158038031278	0.0260668297023823	0.0893153094959182	not_diff
ENSG00000162511	LAPTM5	protein_coding	0.0699826792534545	9.74272302245836	4.95044661748977	0.0260839293165159	0.0893536011539881	not_diff
ENSG00000113649	TCERG1	protein_coding	0.0839304449524191	7.53222947994147	4.94786679333109	0.0261228821353472	0.0894667191751684	not_diff
ENSG00000278540	ACACA	protein_coding	-0.102821852791528	6.75512978775723	4.9462766681349	0.0261469215739679	0.0895287214756317	not_diff
ENSG00000197971	MBP	protein_coding	0.101377960589933	6.57802143396364	4.9452271645041	0.0261628005126548	0.0895627599029444	not_diff
ENSG00000115233	PSMD14	protein_coding	0.0975705812229049	6.82572440601748	4.94071667041754	0.0262311582279	0.0897763920016826	not_diff
ENSG00000265148	TSPOAP1-AS1	lncRNA	-0.258005454416673	3.17937876341833	4.94020139813208	0.0262389791174404	0.089782786304073	not_diff
ENSG00000108702	CCL1	protein_coding	-0.778484811167258	0.448770839864228	4.93954935100769	0.0262488794720013	0.0897962914665902	not_diff
ENSG00000082196	C1QTNF3	protein_coding	-0.428040576101378	2.02421561428306	4.93899694806447	0.0262572699169655	0.0898046263395895	not_diff
ENSG00000276600	RAB7B	protein_coding	-0.143658072649977	5.19475819863123	4.93853320456636	0.02626431586615	0.0898083600564818	not_diff
ENSG00000133056	PIK3C2B	protein_coding	0.142813929272307	5.12863938220082	4.937905619189	0.0262738542978201	0.0898206129587536	not_diff
ENSG00000138767	CNOT6L	protein_coding	-0.113696728408926	6.03475615300285	4.93544628495185	0.026311267492225	0.0898873946965414	not_diff
ENSG00000157168	NRG1	protein_coding	0.683382560603585	0.784868766474912	4.93573917077612	0.0263068089958537	0.0898873946965414	not_diff
ENSG00000131148	EMC8	protein_coding	0.122006797683986	5.74442856491592	4.93616266259936	0.0263003637192931	0.0898873946965414	not_diff
ENSG00000122406	RPL5	protein_coding	-0.0723277066590547	10.4950002616952	4.93348316049608	0.0263411717137666	0.0899691786591355	not_diff
ENSG00000070814	TCOF1	protein_coding	0.0872924788348876	7.39457166832753	4.93105065820504	0.0263782749617091	0.0900638036277892	not_diff
ENSG00000146676	PURB	protein_coding	0.118204497537636	5.9205798653558	4.93088403755598	0.0263808184331746	0.0900638036277892	not_diff
ENSG00000107679	PLEKHA1	protein_coding	-0.28357570202686	2.91575259702446	4.92901881857092	0.0264093084854615	0.0901406652831445	not_diff
ENSG00000144028	SNRNP200	protein_coding	-0.073754655900524	8.97306240610453	4.9274160542157	0.0264338152517636	0.0901745767480701	not_diff
ENSG00000007944	MYLIP	protein_coding	-0.205659400394484	3.86383944962821	4.92752031578306	0.0264322203414017	0.0901745767480701	not_diff
ENSG00000136999	NOV	protein_coding	-0.837706229131609	0.161736401377033	4.9271961500251	0.0264371794987712	0.0901745767480701	not_diff
ENSG00000106638	TBL2	protein_coding	-0.128855033309473	5.50663498604404	4.92355386515962	0.0264929664749701	0.0903240084407718	not_diff
ENSG00000174977	AC026271.1	pseudogene	0.867876790843687	-0.180676580997704	4.92391130841278	0.0264874862927996	0.0903240084407718	not_diff
ENSG00000206527	HACD2	protein_coding	0.140594653895535	5.41901059369174	4.92173317368382	0.0265208989099071	0.0903988063860177	not_diff
ENSG00000156599	ZDHHC5	protein_coding	0.0914980049450203	7.14724774041342	4.92073596724247	0.0265362106872687	0.0904305616349015	not_diff
ENSG00000198121	LPAR1	protein_coding	0.352237842470263	2.45984194663745	4.91708040107969	0.0265924193312637	0.0906016401114638	not_diff
ENSG00000152503	TRIM36	protein_coding	0.448843115136782	1.91009865700029	4.91437560417963	0.0266340884275112	0.0907185741794386	not_diff
ENSG00000196850	PPTC7	protein_coding	0.119804190695069	5.94285178105735	4.91407200426544	0.0266387698097682	0.0907185741794386	not_diff
ENSG00000185621	LMLN	protein_coding	-0.24866699748806	3.29893886174719	4.91268178580105	0.0266602173186049	0.0907711191459407	not_diff
ENSG00000164066	INTU	protein_coding	-0.365629082857857	2.37948773478475	4.90782674450098	0.0267352590768278	0.0910044070915235	not_diff
ENSG00000196118	CCDC189	protein_coding	-0.495965290774819	1.65836935622506	4.90746862415524	0.0267408030384958	0.0910044070915235	not_diff
ENSG00000231747	AC079922.1	pseudogene	-0.440139174969975	1.97463358704986	4.9025237085178	0.0268174762053697	0.0912241753733855	not_diff
ENSG00000138614	INTS14	protein_coding	-0.130355603869619	5.88706392482977	4.90285741668309	0.0268122947241392	0.0912241753733855	not_diff
ENSG00000103415	HMOX2	protein_coding	0.120809407744453	5.75246873016618	4.90035707557058	0.0268511428101604	0.0913181030452422	not_diff
ENSG00000091127	PUS7	protein_coding	0.125067552894212	5.71113011861944	4.89686819292993	0.0269054478008978	0.0914821616728903	not_diff
ENSG00000105202	FBL	protein_coding	-0.0750251596329999	8.38933626266118	4.89622778952749	0.0269154281746446	0.0914954706238819	not_diff
ENSG00000234964	FABP5P7	pseudogene	-0.157513965693117	4.75981818755026	4.89475589828329	0.0269383814723743	0.0915528633951829	not_diff
ENSG00000124688	MAD2L1BP	protein_coding	0.174696016934447	4.85250129079936	4.89353817209906	0.0269573865955555	0.0915968150531118	not_diff
ENSG00000188342	GTF2F2	protein_coding	0.132726041019465	5.43506285467431	4.88649554772574	0.0270675750490991	0.0919297983484715	not_diff
ENSG00000103196	CRISPLD2	protein_coding	0.693872046021645	0.570253095500967	4.88659156143753	0.0270660696800324	0.0919297983484715	not_diff
ENSG00000278811	LINC00624	lncRNA	0.624056562384855	0.981808361114853	4.88176179345358	0.0271419021712615	0.0921407405917481	not_diff
ENSG00000197930	ERO1A	protein_coding	0.100501119159661	6.60458510783056	4.88180213704313	0.0271412678198237	0.0921407405917481	not_diff
ENSG00000065320	NTN1	protein_coding	-0.492321243641848	1.70062119482013	4.88067975139359	0.0271589216544371	0.0921777712227443	not_diff
ENSG00000147586	MRPS28	protein_coding	0.287495505032835	2.85561310685987	4.87985485030378	0.0271719040119158	0.092201086211862	not_diff
ENSG00000038219	BOD1L1	protein_coding	0.0985851892124242	6.65758411245174	4.87732532933448	0.027211754060197	0.0922947799617609	not_diff
ENSG00000204366	ZBTB12	protein_coding	-0.223575239463541	3.64705743175998	4.87767683406613	0.0272062128241294	0.0922947799617609	not_diff
ENSG00000122484	RPAP2	protein_coding	-0.152373032707367	4.86480374277497	4.87593983337726	0.027233606906634	0.0923345347505608	not_diff
ENSG00000171604	CXXC5	protein_coding	0.106525589647931	6.39798069481266	4.87580600467796	0.0272357186968935	0.0923345347505608	not_diff
ENSG00000135829	DHX9	protein_coding	0.0770705019164345	8.69163613950177	4.87297873422271	0.0272803722867723	0.0924651360003115	not_diff
ENSG00000154914	USP43	protein_coding	-0.346613529737678	2.45259557759936	4.8702734918681	0.0273231698606986	0.0925893891280424	not_diff
ENSG00000183691	NOG	protein_coding	-0.271488146670638	3.0536859656798	4.86594540585206	0.0273917864895133	0.0927854211749662	not_diff
ENSG00000088812	ATRN	protein_coding	-0.114996658288682	6.35466918899619	4.86584866060053	0.0273933223159931	0.0927854211749662	not_diff
ENSG00000196912	ANKRD36B	protein_coding	-0.168199592666436	4.53901490613499	4.86372859245338	0.0274270007975557	0.0928786378602453	not_diff
ENSG00000072694	FCGR2B	protein_coding	-0.214699373565985	3.71073787549977	4.86284342547872	0.0274410749168894	0.0929054394997626	not_diff
ENSG00000268903	AL627309.6	pseudogene	-0.486030522679869	1.73101740620356	4.8581497441723	0.0275158298871923	0.0931376261643898	not_diff
ENSG00000112977	DAP	protein_coding	0.0876291735707979	7.40841299438209	4.85773032912725	0.0275225200967539	0.0931393696700336	not_diff
ENSG00000159111	MRPL10	protein_coding	-0.124643783937998	5.63606527394642	4.85576769975538	0.027553849051675	0.0932244740346374	not_diff
ENSG00000188647	PTAR1	protein_coding	0.118004148259211	5.82596074392995	4.8536908263349	0.0275870420551566	0.0932949227170239	not_diff
ENSG00000278189	RNA5-8SN2	rRNA	0.741518945873708	0.474518729735673	4.85388187086546	0.0275839870071919	0.0932949227170239	not_diff
ENSG00000136193	SCRN1	protein_coding	0.121781976779726	5.71255451665888	4.85303336102951	0.0275975584618729	0.0933095660794504	not_diff
ENSG00000081041	CXCL2	protein_coding	0.273034112473697	2.97020107566761	4.85215073796955	0.0276116829095766	0.0933363992212334	not_diff
ENSG00000175348	TMEM9B	protein_coding	0.156214262130798	4.76174131503855	4.85081666544609	0.0276330460910177	0.0933667639316352	not_diff
ENSG00000149922	TBX6	protein_coding	-0.762337792624787	0.407014003458244	4.85090251276147	0.0276316708568421	0.0933667639316352	not_diff
ENSG00000185909	KLHDC8B	protein_coding	-0.29569515987506	2.93284991548984	4.8468226926545	0.0276971064616399	0.0935622523540682	not_diff
ENSG00000101224	CDC25B	protein_coding	0.0975258950492462	6.70006687983673	4.84585312295691	0.0277126809344517	0.0935939020453057	not_diff
ENSG00000169972	PUSL1	protein_coding	0.203703188665965	3.94237682372518	4.84505274926005	0.0277255444285609	0.0936163838406052	not_diff
ENSG00000035115	SH3YL1	protein_coding	-0.178825108985313	4.46937100545464	4.83728139638649	0.0278507679775458	0.0940181587746919	not_diff
ENSG00000076067	RBMS2	protein_coding	-0.184811311705908	4.24255354212567	4.83440251580594	0.0278973060065484	0.0941541880726716	not_diff
ENSG00000144711	IQSEC1	protein_coding	0.177306072090691	4.30777089395689	4.83001800565698	0.0279683385298115	0.0942919171702611	not_diff
ENSG00000174547	MRPL11	protein_coding	0.109796238052472	6.13204025019485	4.83018235932388	0.0279656724787279	0.0942919171702611	not_diff
ENSG00000076043	REXO2	protein_coding	-0.181202513980112	4.71735145269937	4.83021746341386	0.0279651030745514	0.0942919171702611	not_diff
ENSG00000103194	USP10	protein_coding	0.0997404975655514	6.97538403836917	4.83091011454371	0.0279538704276667	0.0942919171702611	not_diff
ENSG00000011478	QPCTL	protein_coding	-0.188439486352086	4.40371317355918	4.82995430171815	0.0279693719697506	0.0942919171702611	not_diff
ENSG00000214548	MEG3	lncRNA	-0.131946304887646	5.38217083821005	4.82627209648059	0.0280291742810989	0.0944724102082266	not_diff
ENSG00000183309	ZNF623	protein_coding	-0.14389330946916	5.04533073117599	4.82103633386103	0.0281144369489303	0.0947386176275057	not_diff
ENSG00000184005	ST6GALNAC3	protein_coding	0.716763577451121	0.47926381683657	4.81395702171128	0.0282301506153068	0.0951072954502283	not_diff
ENSG00000130830	MPP1	protein_coding	-0.0967869568404031	7.05340266413003	4.81065707233589	0.0282842586246963	0.09526830568028	not_diff
ENSG00000183647	ZNF530	protein_coding	-0.232653425213177	3.43908356800483	4.80956033461376	0.0283022653017755	0.0953076730401161	not_diff
ENSG00000151470	C4orf33	protein_coding	0.228132116522787	3.45047958393438	4.80910370437924	0.0283097659564627	0.0953116517681534	not_diff
ENSG00000113615	SEC24A	protein_coding	0.125064133574978	5.68506049149426	4.80405206173648	0.0283928829349855	0.0955701524901554	not_diff
ENSG00000166855	CLPX	protein_coding	0.108076763178526	6.26696381515665	4.80321147769941	0.028406738076615	0.0955954552453334	not_diff
ENSG00000138668	HNRNPD	protein_coding	0.0683297480337011	9.50511967964447	4.80044192932331	0.0284524376781634	0.0957278870175637	not_diff
ENSG00000031698	SARS	protein_coding	0.105042110912606	6.54282790962753	4.7985168548841	0.0284842479108342	0.0957622555944231	not_diff
ENSG00000120265	PCMT1	protein_coding	0.105792633178974	6.37283860533335	4.79934224323016	0.0284706045330473	0.0957622555944231	not_diff
ENSG00000241556	AC018475.1	pseudogene	-0.562625560641163	1.30548307495709	4.79851611383857	0.0284842601631123	0.0957622555944231	not_diff
ENSG00000006062	MAP3K14	protein_coding	0.199569785367957	4.03438503489507	4.79828698119699	0.0284880488531576	0.0957622555944231	not_diff
ENSG00000145936	KCNMB1	protein_coding	0.333276897555447	2.43757510980685	4.79724143028789	0.0285053436134663	0.0957957083213912	not_diff
ENSG00000148803	FUOM	protein_coding	0.238320851455621	3.76624650839394	4.79691755854106	0.0285107030865693	0.0957957083213912	not_diff
ENSG00000163738	MTHFD2L	protein_coding	0.188015951513308	4.13707662769254	4.79618925654986	0.0285227589573967	0.095814871571139	not_diff
ENSG00000130487	KLHDC7B	protein_coding	-0.636222809567103	1.08170671164545	4.79519460501326	0.0285392323906669	0.0958488626471673	not_diff
ENSG00000143373	ZNF687	protein_coding	-0.124663926778531	5.59666247703849	4.78895373667656	0.0286428200234733	0.096175346040527	not_diff
ENSG00000037042	TUBG2	protein_coding	-0.293889759736671	2.95610267423787	4.78427426703866	0.0287207478611243	0.0964155441774623	not_diff
ENSG00000131871	SELENOS	protein_coding	-0.148513686497334	4.94177288565715	4.78346114020512	0.0287343114653925	0.0964396127798207	not_diff
ENSG00000147548	NSD3	protein_coding	0.0927544343747402	6.85583622590859	4.78203377832873	0.0287581371305107	0.0964981050810885	not_diff
ENSG00000204386	NEU1	protein_coding	-0.120458572969913	5.78382083065202	4.78036439814538	0.0287860286859704	0.096570211448063	not_diff
ENSG00000164512	ANKRD55	protein_coding	0.92661775171722	-0.440768553838734	4.77734753614628	0.0288365050676292	0.0967079701960393	not_diff
ENSG00000260793	AC003102.1	lncRNA	-0.477653200313638	1.75024668124762	4.77714388282182	0.0288399157953845	0.0967079701960393	not_diff
ENSG00000163430	FSTL1	protein_coding	-0.242226899121974	3.33859247649122	4.77447326998948	0.0288846813465559	0.0968365522894205	not_diff
ENSG00000163156	SCNM1	protein_coding	0.134543990117369	5.25887143546279	4.77242136879537	0.0289191250274756	0.09693048061987	not_diff
ENSG00000130741	EIF2S3	protein_coding	0.0746016490968068	8.20288019893235	4.77146925705462	0.028935121915511	0.096962551400056	not_diff
ENSG00000213214	ARHGEF35	protein_coding	-0.786869940139577	0.290268626352635	4.77029145629541	0.028954923463214	0.0970073546414166	not_diff
ENSG00000264920	AC018521.5	lncRNA	-0.528939248498552	1.47173003647576	4.76815833496263	0.0289908220810722	0.0971060558402871	not_diff
ENSG00000173511	VEGFB	protein_coding	-0.166498937775481	4.56151665530993	4.7669784571889	0.0290106983244686	0.0971294923036538	not_diff
ENSG00000110324	IL10RA	protein_coding	0.144761054407108	5.10282284911623	4.76717068619845	0.0290074590635535	0.0971294923036538	not_diff
ENSG00000157353	FUK	protein_coding	-0.180601207532675	4.33829065997955	4.76391308898999	0.0290624039280078	0.0972810116391792	not_diff
ENSG00000143093	STRIP1	protein_coding	-0.119246086567892	5.81577665838088	4.76124160231619	0.0291075439302935	0.097410491480057	not_diff
ENSG00000141873	SLC39A3	protein_coding	-0.114351370205835	5.95287090882228	4.75882192180252	0.0291484921895862	0.0975258890185288	not_diff
ENSG00000148848	ADAM12	protein_coding	0.691679748355614	0.945569242735047	4.75813413070686	0.0291601426264197	0.0975432315888862	not_diff
